seg_stem,from,to
images__train__exp26_rfbat_c2ca9ef7015eb865005025cf,train,test
images__train__s1_lm_31525db3a9bb3c09594a1237,train,test
images__train__exp26_gen_30473e3db92790527d15fca6,train,test
images__train__exp26_gen_610928bf3294d0509cc54e83,train,test
images__train__exp26_gen_91cb9e5052a1e78f160e0900,train,test
images__train__exp26_gen_a3b0f4d62eec0a9743e4e0b9,train,test
images__train__s1_auto_0028987b90ed08c5d83524d3,train,test
images__train__s1_lm_10e4b65b9e25209e2a7ee0cc,train,test
images__train__s1_rf_5422995fdc3fbd70b644532b,train,test
images__train__s3_taco_001320,train,test
images__train__exp26_gen_49e337ee098b9e64e86c3368,train,test
images__train__exp26_gen_7985f8ac51338ce5ede0a781,train,test
images__train__exp26_gen_934814d36989f2ffff675521,train,test
images__train__exp26_gen_2ce0b8f50e5ad8b1195d002f,train,test
images__train__exp26_gen_7ad5d4c7e023e8532d791146,train,test
images__train__exp26_gen_c0759604971b8ea3ed1d426e,train,test
images__train__exp26_gen_e30fceeea59b846fd63d1957,train,test
images__train__s1_auto_9ddf53761681b27ecf3ed609,train,test
images__train__exp26_rfbat_22c31b03b724c9f3b3fb1a1e,train,test
images__train__exp26_rfbat_3415250d03b36179583a6097,train,test
images__train__s1_auto_e4fddc822a7689b057d5298f,train,test
images__train__exp26_gen_5534b14038dd90a70674f41f,train,test
images__train__exp26_gen_59c2f2243e5bb5045423419d,train,test
images__train__exp26_gen_b683d62be0e1ada33d72f3bb,train,test
images__train__exp26_gen_60739928dc2f2c93f7a9ccb5,train,test
images__train__exp26_gen_7dcdf819d1a918f5a7185a96,train,test
images__train__exp26_gen_c82e3986514d2b5322eec793,train,test
images__train__exp26_gen_3cd862915b51ec6d3d83b1d1,train,test
images__train__exp26_gen_605af9f7d739498ad3f7d810,train,test
images__train__exp26_gen_d4b7b8342d46af90a98f826b,train,test
images__train__s1_auto_d07db9db8804486bd2f8f24a,train,test
images__train__exp26_rfbat_3ee5fce5ea84a660e27f7165,train,test
images__train__exp26_rfbat_412d7c5026774cd05c48c79c,train,test
images__train__exp26_rfbat_291f2c37018ae033525c750c,train,test
images__train__exp26_rfbat_31d4c19f8f5bfbac3bc62f1f,train,test
images__train__exp26_rfbat_c99cacfd4c7b4890b299657f,train,test
images__train__exp26_rfbat_cd50fec151ca00102b6de672,train,test
images__train__exp26_rfbat_ebffca6e9a245efb9b41990f,train,test
images__train__exp26_rfbat_f281c65291c4911a3fcd9376,train,test
images__train__exp26_rfbat_a56a4b9527c1a55beaf58c15,train,test
images__train__s1_lm_bd5a32972ec54dd5a1236273,train,test
images__train__exp26_rfbat_06f4a45e221814ec0547516e,train,test
images__train__exp26_rfbat_30e2266366351ba081b033a1,train,test
images__train__exp26_rfbat_96eded871e8ae34d03d6fb81,train,test
images__train__exp26_rfbat_ee701cc5de19e4f7c350a9ec,train,test
images__train__exp26_rfbat_7260f08f261f60531e48109f,train,test
images__train__exp26_rfbat_d161e2103511c18cf7727e6a,train,test
images__train__exp26_gen_215cefa490ea218c49d46ba6,train,test
images__train__exp26_gen_31adfb7e790e9d7aa7af86da,train,test
images__train__exp26_gen_d86b2d5224b77927ce228913,train,test
images__train__exp26_rfbat_93c2198ff8c76f9bee2ce8be,train,test
images__train__exp26_rfbat_ac22680c0a9912fc5b30d9a1,train,test
images__train__exp26_gen_4746a45da5b94fca75722a18,train,test
images__train__exp26_gen_b1ed519a228dac1def7312b0,train,test
images__train__exp26_gen_cffb255fa2bdfc2e5750530d,train,test
images__train__s1_auto_ed6e04512460309ea2a36000,train,test
images__train__s1_lm_814395089005335f2b063383,train,test
images__train__exp26_rfbat_3fc8e42ef7bf54a334b37af0,train,test
images__train__exp26_rfbat_7aba77bff2d645ee315ba498,train,test
images__train__s2_f_17_x014_c205_1116_1,train,test
images__train__s2_f_17_x014_c205_1116_4,train,test
images__train__exp26_gen_1d9bf3d5938ab5248b7e934e,train,test
images__train__exp26_gen_2e89232cda39bdf895ce8565,train,test
images__train__exp26_gen_43d8344b20fd234f969e9060,train,test
images__train__s1_auto_84dfde7cc59a453a83dfa3be,train,test
images__train__s1_auto_fe88d55757c93a1a33eab342,train,test
images__train__exp26_gen_66e982a5e76645dd8999e20b,train,test
images__train__exp26_gen_97e2a3dc665c45c1c226cd9e,train,test
images__train__exp26_gen_aa3ba37043e4c94e0c82ef63,train,test
images__train__exp26_gen_ff3ef9aa9fe664510245c757,train,test
images__train__exp26_rfbat_9ee398f03458a5db4f61f778,train,test
images__train__exp26_rfbat_11d7d855baf60e0e237acdf3,train,test
images__train__exp26_rfbat_1472f2af53203999980d4013,train,test
images__train__exp26_rfbat_1d133a876e373d695fd8e6b7,train,test
images__train__exp26_rfbat_36fcd8fa6cd6e6d6fc128235,train,test
images__train__exp26_rfbat_6752111a944c4938e537c06c,train,test
images__train__exp26_rfbat_77b9122507ff64c3d69f12d1,train,test
images__train__exp26_rfbat_8550ac50190e54caeff3c1d4,train,test
images__train__exp26_rfbat_9980687f9a16faffa13ae109,train,test
images__train__exp26_gen_537a1f509d14780ecad53aec,train,test
images__train__exp26_gen_dce2fe7418ab19362e9ea1a6,train,test
images__train__exp26_gen_df87f09a7a2df13226c1313b,train,test
images__train__exp26_gen_ae5953fa28ab19307914200a,train,test
images__train__exp26_gen_b98be8789925778aeec7a9cc,train,test
images__train__exp26_gen_e33ea1548e987196912b43c9,train,test
images__train__s1_auto_9d06e9921d90019660009064,train,test
images__train__exp26_rfbat_4d5247cfba7584d0b99a6d14,train,test
images__train__exp26_rfbat_5a7541e13a79a88a4bd17331,train,test
images__train__exp26_rfbat_9c92c742b62a7c6b409662e2,train,test
images__train__exp26_gen_20d3c4e581405281ff827e75,train,test
images__train__exp26_gen_4d1ffbb8517b0ab3baa71aa6,train,test
images__train__exp26_gen_8d36fd5db663a1e5cdcb8006,train,test
images__train__exp26_rfbat_58eba135fd53a67cfd6bcf16,train,test
images__train__exp26_rfbat_b4f929d810b27e3e25047c92,train,test
images__train__s1_auto_4fe1753940ffa420df218d4a,train,test
images__train__s1_auto_0e67db8aab9c81f09a6fbfc7,train,test
images__train__exp26_rfbat_13a1042f7fb6672c1466670e,train,test
images__train__exp26_rfbat_1fe91a70335354914453572d,train,test
images__train__exp26_rfbat_6996b10791af3e4c7273299a,train,test
images__train__exp26_rfbat_80cf64295fb6f54bc5e97e22,train,test
images__train__exp26_rfbat_5e90cdd19804b8ed91a2b14b,train,test
images__train__s1_lm_386dfdddacb75b379fb558be,train,test
images__train__s1_auto_8ee74f17ae947dbdc03dc820,train,test
images__train__exp26_gen_0de21b329cba3192c758c701,train,test
images__train__exp26_gen_2e996d87ed0695baf312dcaf,train,test
images__train__exp26_gen_a3a549f221dafe901517dd90,train,test
images__train__s1_auto_79f56beb96159f457b19d530,train,test
images__train__exp26_gen_1c7a4bd805adda751cd99d7e,train,test
images__train__exp26_gen_5251c19c1b85a5760c971f87,train,test
images__train__exp26_gen_68f62cecea0ac66dd74b3814,train,test
images__train__exp26_gen_f40b9022005c2d1023cf3102,train,test
images__train__exp26_rfbat_56780d19bf86df9f80d24c84,train,test
images__train__exp26_rfbat_f5b2093de0530a27e90a41ea,train,test
images__train__exp26_rfbat_1a5954665ce2910cfb13faf7,train,test
images__train__exp26_rfbat_8033cbece7977a1418fc03f1,train,test
images__train__exp26_rfbat_ba0f088950c770550a5ef310,train,test
images__train__exp26_rfbat_fe5ad4c9957907ab4931e36d,train,test
images__train__exp26_rfbat_0d83606f5d8dd8e067c865cf,train,test
images__train__exp26_rfbat_55b2f5aa0e1461f67a5ec6b3,train,test
images__train__exp26_gen_5bec6693e7d4e1f16f1af6a6,train,test
images__train__exp26_gen_7391ee6970b6b93250daea48,train,test
images__train__exp26_gen_c99391d082aaabaff3112bc5,train,test
images__train__exp26_gen_b7602e2a57af41891cd22fa8,train,test
images__train__exp26_gen_c10e47e6ca04e1cf126ea248,train,test
images__train__exp26_gen_cae062d6b1ed5f8136750b9f,train,test
images__train__s1_auto_812d1d9fd166e5c1b6619024,train,test
images__train__exp26_rfbat_29f89cb2f4e192332a55fd20,train,test
images__train__exp26_rfbat_8f5bd91e119036ce4b0be4ce,train,test
images__train__exp26_rfbat_b3844c5006b56892e7af9e3b,train,test
images__train__exp26_rfbat_e3404b004c975ad6cbbe0bbe,train,test
images__train__exp26_gen_2fe4189cceeb01786dd78a98,train,test
images__train__exp26_gen_4d97dfdb767508320aec2f42,train,test
images__train__exp26_gen_d7a944292c1e1c7ab98ea852,train,test
images__train__s1_auto_f5919862589ae147e58796c3,train,test
images__train__exp26_rfbat_9d88c9e4b1ba8c557edec7fe,train,test
images__train__exp26_rfbat_afaacd883217e2eb96b61a23,train,test
images__train__exp26_rfbat_c75635e7738c56d9e5c5f6eb,train,test
images__train__exp26_rfbat_08aa5c382a0644138825ea33,train,test
images__train__exp26_rfbat_4f17b906f28687b819224e62,train,test
images__train__exp26_rfbat_0a9fb1aa3013cff0b60c8555,train,test
images__train__exp26_rfbat_0d93585dc7443cc698a045e9,train,test
images__train__exp26_rfbat_15d458e59fddf8a9250893ea,train,test
images__train__exp26_gen_1f9f674b3f90756f5b2d8c9d,train,test
images__train__exp26_gen_4523d2e2f57ff59dd3c7cc80,train,test
images__train__exp26_gen_96ee9250331250ce9b6837b3,train,test
images__train__exp26_rfbat_2717e008d2f8d11f3a69d78a,train,test
images__train__exp26_rfbat_983832ed55591afebc91a563,train,test
images__train__exp26_gen_20229e463fc07354fa34e0c2,train,test
images__train__exp26_gen_3978baa95c748bea71648f8b,train,test
images__train__exp26_gen_69b65e0e7810710288bba730,train,test
images__train__exp26_gen_f3fb5247efd7e96e1162fc9b,train,test
images__train__exp26_rfbat_514153712913d531fc6fe550,train,test
images__train__exp26_rfbat_53b045ad9ab447d922d6c30c,train,test
images__train__exp26_rfbat_5845472ba07fad6b0481716c,train,test
images__train__exp26_rfbat_5e1b21a8c205a36d0edc80f2,train,test
images__train__exp26_rfbat_600bb5f1652f403d8f986e69,train,test
images__train__exp26_rfbat_7a8963eac9cb0f9eb0b3d741,train,test
images__train__exp26_rfbat_4221809ecf14bd54d8ef5056,train,test
images__train__exp26_rfbat_484c961360c24bf275ae5f16,train,test
images__train__exp26_rfbat_d0abfaf5da274ecc4ab16cc7,train,test
images__train__exp26_rfbat_d9372c8141c38f4c51bb8b57,train,test
images__train__exp26_rfbat_e9f8cf498ce66df9c17a1872,train,test
images__train__exp26_rfbat_f3b536687df85c0bc9907506,train,test
images__train__exp26_gen_667613c80cacedd805691d23,train,test
images__train__exp26_gen_79eb7e79c6265d21f84015eb,train,test
images__train__exp26_gen_e8239dd1eca8bb3c64d755a1,train,test
images__train__exp26_gen_3bb83f3b735ea79f54e99004,train,test
images__train__exp26_gen_62ca04570e5ca07593757325,train,test
images__train__exp26_gen_8a0d0f5e7e2af327316bd455,train,test
images__train__s1_auto_03269bc1bcba726f21bba01a,train,test
images__train__exp26_gen_593f2501987349d1eecb6a89,train,test
images__train__exp26_gen_b1fb7b5298b12a59583501f9,train,test
images__train__exp26_gen_bf3f9c777aca4781ea7e43b3,train,test
images__train__s1_auto_eee8d90286ce79ebba82861a,train,test
images__train__exp26_gen_5f520c747c92751e7e0d2ce1,train,test
images__train__exp26_gen_72c9d31f3f4c470b66f9c17f,train,test
images__train__exp26_gen_86c97eb20cde67728fe07024,train,test
images__train__exp26_gen_124ee7993415adce0a0a1482,train,test
images__train__exp26_gen_42be502bec87da07c0eb3a4e,train,test
images__train__exp26_gen_50085d294b94d707f709701a,train,test
images__train__s2_supp_recybat24_073503d55a2eccb5e591,train,test
images__train__s2_supp_recybat24_0d3b0ff8107a53c4bfe0,train,test
images__train__s2_supp_recybat24_0eda6093514c166f76a3,train,test
images__train__s2_supp_recybat24_0fe16839fcb142a31e94,train,test
images__train__s2_supp_recybat24_11464f0adf553cdf6250,train,test
images__train__s2_supp_recybat24_2137981b31febcbd0663,train,test
images__train__s2_supp_recybat24_21e9e651942cf98b4b6f,train,test
images__train__s2_supp_recybat24_248f4984f21462e53dfa,train,test
images__train__s2_supp_recybat24_31a4db486190c3bab553,train,test
images__train__s2_supp_recybat24_3e6307a3adb1f8fda170,train,test
images__train__s2_supp_recybat24_47ca8277b4f00c939b8d,train,test
images__train__s2_supp_recybat24_4d5a908f8a934c219a31,train,test
images__train__s2_supp_recybat24_554e540d44384f7277f0,train,test
images__train__s2_supp_recybat24_57fa5941f8c7ed286993,train,test
images__train__s2_supp_recybat24_67bda0ae9ef61dd99f41,train,test
images__train__s2_supp_recybat24_706a55ec20854968d3a1,train,test
images__train__s2_supp_recybat24_77a06caefb58176585f2,train,test
images__train__s2_supp_recybat24_971f171e0bae1b692ec2,train,test
images__train__s2_supp_recybat24_9b65383d9c407d21e7c2,train,test
images__train__s2_supp_recybat24_ae9f2f6ade99e11da625,train,test
images__train__s2_supp_recybat24_b08f4cbd123ed6f30696,train,test
images__train__s2_supp_recybat24_b446816236073938ad20,train,test
images__train__s2_supp_recybat24_b6843c55da3436509ed3,train,test
images__train__s2_supp_recybat24_b7fec51630325b194983,train,test
images__train__s2_supp_recybat24_be997cfc529e23905b7f,train,test
images__train__s2_supp_recybat24_c99fb1864af7d03e3a15,train,test
images__train__s2_supp_recybat24_d636b64e5f1148a49488,train,test
images__train__s2_supp_recybat24_f49cf6cb59fc6f033833,train,test
images__train__s2_supp_recybat24_f558365757a425887d88,train,test
images__train__s2_supp_recybat24_fd4682fc485191ab9e9b,train,test
images__train__s1_lm_c235676c3b8a9410e2c1e9e4,train,test
images__train__exp26_gen_26270cc4428c469e9c7dddeb,train,test
images__train__exp26_gen_3f6286207f611c4e07294d5d,train,test
images__train__exp26_gen_c2cff05c09195e6f42536e11,train,test
images__train__exp26_gen_e7ceddf9ecd8927903bc89b1,train,test
images__train__exp26_gen_59b87f1700e1aca3049983db,train,test
images__train__exp26_gen_a0168189154816617ce2c9bd,train,test
images__train__exp26_gen_ce8fa798161b46602a0f8152,train,test
images__train__exp26_gen_0e0b2a50c438699ba26a8c5c,train,test
images__train__exp26_gen_1296980a0fda12e22fcd41c9,train,test
images__train__exp26_gen_d7d52936ce229196f9792b78,train,test
images__train__exp26_gen_fd4840d2a2d7d1fe0db016e5,train,test
images__train__exp26_rfbat_21c9bf51770e61e9a1f0786c,train,test
images__train__exp26_rfbat_ea591d544353759a4795983c,train,test
images__train__exp26_rfbat_8c763cabcbe7d9e47aaf891f,train,test
images__train__exp26_rfbat_c55e4aab9ff9abaa17180b91,train,test
images__train__exp26_rfbat_3bd92ec38c55522aa19dc38d,train,test
images__train__exp26_rfbat_424c0eff399d3f8dd32ff444,train,test
images__train__exp26_rfbat_e220a45545fe8bb95e989ca3,train,test
images__train__s1_auto_69e3eb3a64d3bc7604d43678,train,test
images__train__exp26_rfbat_0d7f2aec6aa12fd13a12ca94,train,test
images__train__exp26_rfbat_42fdc57d2f9ec7eca6e904e8,train,test
images__train__exp26_rfbat_979aeee3b82a72fd033070a3,train,test
images__train__exp26_rfbat_f8f7869818a6753651e8847f,train,test
images__train__exp26_gen_13f489dba50f266a73b42464,train,test
images__train__exp26_gen_34c39b6251c7a7a870591c2d,train,test
images__train__exp26_gen_67fdf85d345f679dd42c6101,train,test
images__train__exp26_gen_8fcb0d72a55b0dd5cdafcfd7,train,test
images__train__exp26_rfbat_249206c2922be974ebfcbbb3,train,test
images__train__exp26_rfbat_c559e7b131fe7f7f0e89ed49,train,test
images__train__s1_lm_ccc4a8422ddf684397062a65,train,test
images__train__exp26_rfbat_0e8c9b4fc11194ea7919b633,train,test
images__train__exp26_rfbat_a042f565dc2060d6424a13fa,train,test
images__train__exp26_gen_22c192cd15ff73c547570d19,train,test
images__train__exp26_gen_32fb958a2c8382fff3a30ee4,train,test
images__train__exp26_gen_e11781df9048ede1b6f40694,train,test
images__train__s1_auto_590eea415cfdcfc510156b24,train,test
images__train__exp26_gen_3a08b553c9c37ff29e05e7a0,train,test
images__train__exp26_gen_9caf4816fc57b5c9d88e8338,train,test
images__train__exp26_gen_e5813ec7a0db66bf13092a4f,train,test
images__train__exp26_gen_c1088da5cbfdab15fb2a8926,train,test
images__train__exp26_gen_ea8277846210b9d469682edf,train,test
images__train__exp26_gen_ef3fd2ff5258d5b00e1cb596,train,test
images__train__exp26_gen_3631b26a4736b399e6a62a0c,train,test
images__train__exp26_gen_7fac5f4199891905fc5a4dec,train,test
images__train__exp26_gen_fa70f9ff5edf7ad37d988473,train,test
images__train__exp26_rfbat_8a48405dfb6f087ea9455bb9,train,test
images__train__exp26_rfbat_f7037f57c0a9807e018cd371,train,test
images__train__exp26_gen_5a70c745bfbf59d6e6fbfe4b,train,test
images__train__exp26_gen_84f1c8afab7ddf5ceeef3dfb,train,test
images__train__exp26_gen_b598c68197141c9250c0ad27,train,test
images__train__exp26_gen_16390cdefd17e7a7ab18072c,train,test
images__train__exp26_gen_6a87049af5aa331b8475a247,train,test
images__train__exp26_gen_71d99f632c71899f2d70bca7,train,test
images__train__exp26_gen_14c15e68e939881daafbca2b,train,test
images__train__exp26_gen_2ddc19b6b810af59b53f1241,train,test
images__train__exp26_gen_ae25cc602a1b11d32e6a9ab9,train,test
images__train__s1_auto_09dd8b1f3ecee25065295823,train,test
images__train__exp26_gen_159b1408071fdb1c92c0127f,train,test
images__train__exp26_gen_220207dae5cc46b101838bb1,train,test
images__train__exp26_gen_cdb19c489f520b1c440a557a,train,test
images__train__exp26_rfbat_2016e9161106c86300b55748,train,test
images__train__exp26_rfbat_37b8ba1a2333b9825b6f66b7,train,test
images__train__exp26_rfbat_b3372610f61dd9ddf7e9d57e,train,test
images__train__exp26_rfbat_b731e6251a02f66662abd433,train,test
images__train__exp26_rfbat_e1c162b689e4a76f556c5074,train,test
images__train__exp26_rfbat_34c7e4f33bbdaf3c19f25331,train,test
images__train__exp26_rfbat_7b19ad132d49384914fabff9,train,test
images__train__s1_auto_e19e8ee0a59b19ce569631ce,train,test
images__train__exp26_rfbat_12a990f0d0edf6f6d9b9a5fc,train,test
images__train__exp26_rfbat_33ef96919f4568d0f471f76e,train,test
images__train__exp26_rfbat_5570bb4bf9a8734443ad3a8f,train,test
images__train__exp26_rfbat_7969b066ff6644b60f0533fc,train,test
images__train__exp26_rfbat_a402fd12924718dcbb72cbbb,train,test
images__train__exp26_rfbat_e2f6038402b77bd1a08257ef,train,test
images__train__exp26_rfbat_2f68a1432997baf431b3bbb7,train,test
images__train__exp26_rfbat_adce6aa35bce4a9001d9e8ac,train,test
images__train__exp26_gen_196d29d6e17938b90bdf1cb4,train,test
images__train__exp26_gen_32acc1367a69e5b91f0b731a,train,test
images__train__exp26_gen_97938d2a84d1b278aabcd7cc,train,test
images__train__exp26_gen_e281c8d2f914597c729d6f47,train,test
images__train__s1_auto_4190879cadf8aa6a6af9cd12,train,test
images__train__exp26_rfbat_a50a955d1b32dd873ba829ca,train,test
images__train__exp26_rfbat_e9bddecf65c166c3db49e101,train,test
images__train__exp26_gen_3aab988d6384048bb0589aa6,train,test
images__train__exp26_gen_47c181d21aacf500bf57648a,train,test
